parent_category,parent_subject_id,parent_title,parent_url,row_number,title,last_updated,url,extracted_at
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,15,"Produk Domestik Regional Bruto Kota Medan Atas Dasar Harga Berlaku Menurut Pengeluaran (Milyar Rupiah), 2010 - 2024",25 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-15,2025-08-26T13:13:59.905077
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,16,"Laju Pertumbuhan Produk Domestik Regional Bruto Atas Dasar Harga Konstan 2010 Menurut Lapangan Usaha di Kota Medan (persen), 2014 - 2024",11 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-16,2025-08-26T13:14:00.007042
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,17,"Distribusi Persentase Produk Domestik Regional Bruto Atas Dasar Harga Berlaku Menurut Lapangan Usaha (persen) di Kota Medan, 2014 - 2024",11 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-17,2025-08-26T13:14:00.126038
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,18,"Produk Domestik Regional Bruto Atas Dasar Harga Konstan 2010 Menurut Lapangan Usaha di Kota Medan (miliar rupiah), 2014 - 2024",11 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-18,2025-08-26T13:14:00.210144
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,19,"Produk Domestik Regional Bruto Atas Dasar Harga Berlaku Menurut Lapangan Usaha  di Kota Medan (miliar rupiah), 2014 - 2024",10 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-19,2025-08-26T13:14:00.265042
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,20,"Laju Pertumbuhan PDRB Atas Dasar Harga Konstan 2010 Menurut Pengeluaran (Persen), 2011 - 2024",28 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-20,2025-08-26T13:14:00.293035
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,3,"Jumlah Pegawai Negeri Sipil Menurut Jabatan dan Jenis Kelamin di Kota Medan, 2017 - 2023",26 Februari 2024,https://medankota.bps.go.id/id/statistics-table?subject=534#row-3,2025-08-26T13:14:29.510918
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,4,"Realisasi Belanja Pemerintah Kota Medan Menurut Jenis Belanja (ribu rupiah), 2012−2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-4,2025-08-26T13:14:29.660112
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,5,"Realisasi Pendapatan Pemerintah Kota Medan Menurut Jenis Pendapatan (ribu rupiah), 2012−2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-5,2025-08-26T13:14:29.796713
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,6,Realisasi Penerimaan Pemerintah Kota Medan Tahun 2010-2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-6,2025-08-26T13:14:30.162210
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,7,Realisasi Pengeluaran APBD Pemerintah Kota Medan Tahun 2010 – 2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-7,2025-08-26T13:14:30.199078
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,8,Rencana dan Realisasi Penerimaan Pemerintah Kota Medan Menurut Urusan Pemerintahan Tahun 2010-2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-8,2025-08-26T13:14:30.309050
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,9,Rencana dan Realisasi Penerimaan Pemerintah Kota Medan Tahun 2005 – 2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-9,2025-08-26T13:14:30.418847
Statistik Ekonomi,534,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik",https://medankota.bps.go.id/id/statistics-table?subject=534,10,Rencana dan Realisasi Pengeluaran Pemerintah Kota Medan Tahun 2005 – 2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=534#row-10,2025-08-26T13:14:30.481999
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,1,"Indeks Harga Konsumen Kota Medan, 2019 - 2024",9 Januari 2025,https://medankota.bps.go.id/id/statistics-table?subject=536#row-1,2025-08-26T13:14:50.637787
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,2,"Inflasi Bulanan Kota Medan, 2014 - 2024",14 Agustus 2024,https://medankota.bps.go.id/id/statistics-table?subject=536#row-2,2025-08-26T13:14:50.764884
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,3,"Inflasi di Beberapa Kota di Sumatera Utara (Persen), 1998 - 2023",7 Maret 2024,https://medankota.bps.go.id/id/statistics-table?subject=536#row-3,2025-08-26T13:14:50.818542
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,4,"Indeks Harga Konsumen di Beberapa Kota Inflasi di Sumatera Utara, 2019 - 2023",7 Maret 2024,https://medankota.bps.go.id/id/statistics-table?subject=536#row-4,2025-08-26T13:14:50.940051
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,5,"Indeks Harga Konsumen (IHK) Menurut Kelompok Barang dan Jasa Inflasi, 2008 - 2019",-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-5,2025-08-26T13:14:50.994854
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,6,Inflasi Bulanan (M-to-M) Kota Medan (2022=100) (Persen),-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-6,2025-08-26T13:14:51.151693
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,7,"Inflasi (Kelompok Pengeluaran) (Persen), 2010 - 2019",-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-7,2025-08-26T13:14:51.224359
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,8,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau (Persen)",-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-8,2025-08-26T13:14:51.411526
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,9,"Perkembangan Inflasi (Persen), 2011 - 2019",-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-9,2025-08-26T13:14:51.564811
Statistik Ekonomi,536,Harga-Harga,https://medankota.bps.go.id/id/statistics-table?subject=536,10,Tingkat Inflasi Harga Konsumen Kota Medan Tahun Kalender (Y-to-D) (Persen),-,https://medankota.bps.go.id/id/statistics-table?subject=536#row-10,2025-08-26T13:14:51.732101
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,1,"Produksi Tanaman Buah–Buahan dan Sayuran Tahunan Menurut Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-1,2025-08-26T13:15:21.365214
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,2,"Produksi Tanaman Buah-buahan dan Sayuran Tahunan Menurut Kecamatan dan Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-2,2025-08-26T13:15:21.414754
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,3,"Produksi Tanaman Hias Menurut  Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-3,2025-08-26T13:15:21.462408
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,4,"Luas Panen Tanaman Hias Menurut Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-4,2025-08-26T13:15:21.517131
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,5,"Produksi Tanaman Hias Menurut Kecamatan dan Jenis Tanaman  di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-5,2025-08-26T13:15:21.562970
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,6,"Luas Panen Tanaman Hias Menurut Kecamatan dan Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-6,2025-08-26T13:15:21.606568
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,7,"Produksi Tanaman Biofarmaka Menurut Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-7,2025-08-26T13:15:21.651919
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,8,"Luas Panen Tanaman Biofarmaka Menurut Jenis Tanaman  di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-8,2025-08-26T13:15:21.697129
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,9,"Produksi Tanaman Biofarmaka Menurut Kecamatan dan Jenis Tanaman  di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-9,2025-08-26T13:15:21.744951
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,10,"Luas Panen Tanaman Biofarmaka Menurut Kecamatan dan Jenis Tanaman  di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-10,2025-08-26T13:15:21.789169
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,11,"Produksi Tanaman Sayuran dan Buah–Buahan Semusim Menurut Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-11,2025-08-26T13:15:21.840134
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,12,"Luas Panen Tanaman Sayuran dan Buah–Buahan Semusim Menurut Jenis Tanaman di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-12,2025-08-26T13:15:21.894426
Statistik Ekonomi,557,"Pertanian, Kehutanan, Perikanan",https://medankota.bps.go.id/id/statistics-table?subject=557,13,"Produksi Tanaman Sayuran dan Buah-Buahan Semusim Menurut Kecamatan dan Jenis Tanaman  di Kota Medan, 2018 - 2024",10 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=557#row-13,2025-08-26T13:15:21.944910
