parent_category,parent_subject_id,parent_title,parent_url,row_number,title,last_updated,url,extracted_at
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,1,"Rasio Jenis Kelamin Penduduk Kota Medan Menurut Kecamatan (Persen), 2001 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=519#row-1,2025-08-26T13:11:56.436551
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,2,"Rasio Jenis Kelamin Kota Medan Menurut Kecamatan, 2022 - 2024",6 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=519#row-2,2025-08-26T13:11:56.601632
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,3,"Jumlah Penduduk Kota Medan Menurut Kelompok Umur dan Jenis Kelamin (Jiwa), 2010 - 2024",6 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=519#row-3,2025-08-26T13:11:56.739187
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,4,"Distribusi Persentase Penduduk Menurut Kecamatan (Persen), 2001 - 2024",6 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=519#row-4,2025-08-26T13:11:56.893742
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,5,"Jumlah Penduduk Kota Medan Menurut Kecamatan dan Jenis Kelamin (Jiwa), 2001 - 2024",6 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=519#row-5,2025-08-26T13:11:57.162634
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,6,"Umur Harapan Hidup Hasil Long Form SP2020, 2020 - 2024",3 Desember 2024,https://medankota.bps.go.id/id/statistics-table?subject=519#row-6,2025-08-26T13:11:57.314606
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,7,"Indeks Pembangunan Manusia (Hasil Long Form SP2020), 2020 - 2024",3 Desember 2024,https://medankota.bps.go.id/id/statistics-table?subject=519#row-7,2025-08-26T13:11:57.478827
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,8,"Angka Harapan Hidup (AHH) Menurut Jenis Kelamin Kota Medan, 2010 - 2022",8 Oktober 2023,https://medankota.bps.go.id/id/statistics-table?subject=519#row-8,2025-08-26T13:11:57.603162
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,9,"Jumlah Penduduk dan Rumah Tangga menurut Kabupaten/Kota di Provinsi Sumatera Utara, 2015",14 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=519#row-9,2025-08-26T13:11:57.642986
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,10,"Luas Wilayah, Jumlah Penduduk dan Kepadatan Penduduk Menurut Kecamatan Tahun 2018",13 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=519#row-10,2025-08-26T13:11:57.759237
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,11,"Jumlah Penduduk dan Laju Pertumbuhan Penduduk Menurut Kecamatan di Kota Medan, 2010, 2014, dan 2015",23 Agustus 2018,https://medankota.bps.go.id/id/statistics-table?subject=519#row-11,2025-08-26T13:11:57.795595
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,12,"Luas Wilayah, Jumlah Penduduk, dan Kepadatan Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Utara, 2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=519#row-12,2025-08-26T13:11:57.908543
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,13,"Penduduk Menurut Kelompok Umur dan Jenis Kelamin (Jiwa), 2013",27 Mei 2015,https://medankota.bps.go.id/id/statistics-table?subject=519#row-13,2025-08-26T13:11:58.020437
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,14,Inflasi Tahunan (Y-on-Y) Kota Medan (2022=100) (Persen) (Persen),-,https://medankota.bps.go.id/id/statistics-table?subject=519#row-14,2025-08-26T13:11:58.061747
Statistik Demografi dan Sosial,519,Kependudukan dan Migrasi,https://medankota.bps.go.id/id/statistics-table?subject=519,15,"Jumlah Rumah Tangga Menurut Kecamatan (Rumah Tangga), 2016 - 2019",-,https://medankota.bps.go.id/id/statistics-table?subject=519#row-15,2025-08-26T13:11:58.091020
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,1,"Tingkat Pengangguran Terbuka (Persen), 1990 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=520#row-1,2025-08-26T13:12:07.661979
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,2,"Tingkat Pengangguran Terbuka (TPT), 2014 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=520#row-2,2025-08-26T13:12:07.787323
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,3,"Tingkat Partisipasi Angkatan Kerja (TPAK), 2014 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=520#row-3,2025-08-26T13:12:07.823756
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,4,"Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama , 2020 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=520#row-4,2025-08-26T13:12:07.940776
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,5,"Banyaknya Perusahaan, Tenaga Kerja, Pengeluaran untuk Tenaga Kerja Industri Besar-Sedang Kota Medan Menurut Kecamatan Tahun 2010 – 2015",14 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=520#row-5,2025-08-26T13:12:07.979828
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,6,Jumlah Rumah Tangga Budi Daya Perikanan Menurut Jenisnya (rt) Tahun 2009 – 2015,18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=520#row-6,2025-08-26T13:12:08.235786
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,7,"Jumlah Rumah Tangga Perikanan Tangkap Menurut Kecamatan dan Subsektor di Kota Medan, 2014 dan 2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=520#row-7,2025-08-26T13:12:08.322962
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,8,Perbandingan Banyaknya Perusahaan dan Tenaga Kerja Industri Besar Sedang Kota Medan dan Provinsi Sumatera Utara Dirinci Menurut Kecamatan Tahun 2010-2015,16 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=520#row-8,2025-08-26T13:12:08.528410
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,9,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Kelompok Umur dan Jenis Kelamin, 2013",8 September 2015,https://medankota.bps.go.id/id/statistics-table?subject=520#row-9,2025-08-26T13:12:08.678333
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,10,"Penduduk Berumur 15 Tahun keatas Yang Termasuk Angkatan Kerja Menurut Pendidikan Tertinggi Yang Ditamatkan dan Jenis Kelamin, 2013",8 September 2015,https://medankota.bps.go.id/id/statistics-table?subject=520#row-10,2025-08-26T13:12:08.835482
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,11,"Angkatan Kerja (Jiwa), 2012 - 2018",-,https://medankota.bps.go.id/id/statistics-table?subject=520#row-11,2025-08-26T13:12:08.965138
Statistik Demografi dan Sosial,520,Tenaga Kerja,https://medankota.bps.go.id/id/statistics-table?subject=520,12,"Jumlah Pencari Kerja Menurut Jenis Kelamin dan Tingkat Pendidikan Tertinggi (Jiwa), 2015 - 2018",-,https://medankota.bps.go.id/id/statistics-table?subject=520#row-12,2025-08-26T13:12:08.997520
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,1,"Angka Partisipasi Kasar (APK) Kota Medan, 2020 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-1,2025-08-26T13:12:18.309600
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,2,"Angka Partisipasi Murni (APM) Kota Medan, 2020 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-2,2025-08-26T13:12:18.354172
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,3,"Angka Partisipasi Kasar (APK) Kota Medan, 2020 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-3,2025-08-26T13:12:18.484150
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,4,"Jumlah Sekolah, Guru, dan Murid Madrasah Ibtidaiyah (MI) di Bawah Kementerian Agama Menurut Kecamatan di Kota Medan, 2017 - 2023",25 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-4,2025-08-26T13:12:18.545891
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,5,"Jumlah Desa1/Kelurahan yang Memiliki Fasilitas Sekolah Menurut Kecamatan dan Tingkat Pendidikan di Kota Medan, 2011 - 2024",7 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-5,2025-08-26T13:12:18.630175
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,6,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Kejuruan (SMK) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Kecamatan di Kota Medan, 2016 - 2024",5 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-6,2025-08-26T13:12:18.679970
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,7,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Atas (SMA) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Kecamatan di Kota Medan, 2016 - 2024",5 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-7,2025-08-26T13:12:18.807960
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,8,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Pertama (SMP) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Kecamatan di Kota Medan, 2016 - 2024",5 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-8,2025-08-26T13:12:19.077028
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,9,"Jumlah Sekolah, Guru, dan Murid Sekolah Dasar (SD) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Kecamatan di Kota Medan, 2016 - 2024",5 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-9,2025-08-26T13:12:19.227051
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,10,"Jumlah Sekolah, Guru, dan Murid Taman Kanak-Kanak (TK) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut  Menurut Kecamatan di Kota Medan, 2019 - 2024",3 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=521#row-10,2025-08-26T13:12:19.500047
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,11,"[Metode Baru] Rata-Rata Lama Sekolah (Tahun), 2010 - 2024",6 Desember 2024,https://medankota.bps.go.id/id/statistics-table?subject=521#row-11,2025-08-26T13:12:19.634610
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,12,"[Metode Baru] Harapan Lama Sekolah (Tahun), 2010 - 2024",6 Desember 2024,https://medankota.bps.go.id/id/statistics-table?subject=521#row-12,2025-08-26T13:12:19.671714
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,13,"Jumlah Sekolah, Guru, dan Murid Raudatul Athfal (RA) di Bawah Kementerian Agama Menurut Kecamatan di Kota Medan, 2017 - 2023",27 Februari 2024,https://medankota.bps.go.id/id/statistics-table?subject=521#row-13,2025-08-26T13:12:19.780263
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,14,"Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Kecamatan di Kota Medan, 2017 - 2023",15 Februari 2024,https://medankota.bps.go.id/id/statistics-table?subject=521#row-14,2025-08-26T13:12:19.812069
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,15,"Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementerian Agama Menurut Kecamatan di Kota Medan, 2017 - 2023",15 Februari 2024,https://medankota.bps.go.id/id/statistics-table?subject=521#row-15,2025-08-26T13:12:19.946844
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,16,"Rata-Rata Lama Sekolah (Tahun), 1996 - 2022",4 Juli 2023,https://medankota.bps.go.id/id/statistics-table?subject=521#row-16,2025-08-26T13:12:20.001183
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,17,Banyaknya Mahasiswa Dan Dosen Pada Universitas Sumatera Utara Tahun 2001/2002-2017/2018,15 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=521#row-17,2025-08-26T13:12:20.103007
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,18,"Jumlah Sekolah, Murid, Guru dan Rasio Murid-Guru Raudatul Adfal Menurut Kecamatan, 2015",16 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=521#row-18,2025-08-26T13:12:20.199346
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,19,"Jumlah Sekolah, Murid, Guru dan Rasio Murid-Guru Sekolah Menengah Kejuruan Menurut Status Sekolah, 2003-2013",28 September 2015,https://medankota.bps.go.id/id/statistics-table?subject=521#row-19,2025-08-26T13:12:20.262738
Statistik Demografi dan Sosial,521,Pendidikan,https://medankota.bps.go.id/id/statistics-table?subject=521,20,"Jumlah Sekolah, Murid, Guru dan Rasio-Murid-Guru Sekolah Menengah Pertama (SMP) Menurut Status Sekolah, 2003-2013",28 September 2015,https://medankota.bps.go.id/id/statistics-table?subject=521#row-20,2025-08-26T13:12:20.389993
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,1,"Jumlah Desa1/Kelurahan Yang Memiliki Sarana Kesehatan Menurut Kecamatan di Kota Medan, 2011 - 2024",26 Februari 2025,https://medankota.bps.go.id/id/statistics-table?subject=522#row-1,2025-08-26T13:12:29.746159
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,2,"[Metode Baru] Angka Harapan Hidup Saat Lahir (Tahun), 2010 - 2022",4 Juli 2023,https://medankota.bps.go.id/id/statistics-table?subject=522#row-2,2025-08-26T13:12:29.778617
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,3,"Jumlah Bayi Lahir, Bayi Berat Badan Lahir Rendah (BBLR), BBLR Dirujuk, dan Bergizi Buruk di Kota Medan, 2018",16 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-3,2025-08-26T13:12:29.811637
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,4,"Jumlah Desa/Kelurahan Yang Memiliki Sarana Kesehatan Menurut Kecamatan di Kota Medan, 2018",16 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-4,2025-08-26T13:12:29.841005
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,5,"Jumlah Fasilitas Kesehatan Menurut Kecamatan di Kota Medan, 2018",16 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-5,2025-08-26T13:12:29.869294
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,6,Jumlah Penderita Sepuluh Penyakit Terbesar Seluruh Puskesmas Kota Medan Tahun 2018,16 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-6,2025-08-26T13:12:29.899899
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,7,"Jumlah Tenaga Kesehatan Menurut Kecamatan di Kota Medan, 2018",9 September 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-7,2025-08-26T13:12:29.952691
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,8,"Jumlah Rumah Sakit Umum, Rumah Sakit Khusus, Puskesmas, Klinik Pratama, dan Posyandu Menurut Kecamatan di Kota Medan, 2016 - 2018",9 September 2019,https://medankota.bps.go.id/id/statistics-table?subject=522#row-8,2025-08-26T13:12:29.984501
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,9,"Banyaknya Rumah Sakit Menurut Kecamatan, 2003-2013",19 Januari 2018,https://medankota.bps.go.id/id/statistics-table?subject=522#row-9,2025-08-26T13:12:30.011701
Statistik Demografi dan Sosial,522,Kesehatan,https://medankota.bps.go.id/id/statistics-table?subject=522,10,"Perkiraan Angka Harapan Hidup menurut Kabupaten/Kota di Provinsi Sumatera Utara (tahun), 2013–2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=522#row-10,2025-08-26T13:12:30.039509
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,1,"Indeks Keparahan Kemiskinan (P2), 2010 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-1,2025-08-26T13:12:40.623557
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,2,"Indeks Kedalaman Kemiskinan (P1), 2010 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-2,2025-08-26T13:12:40.675341
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,3,"Jumlah Penduduk Miskin (Ribu Jiwa), 2010 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-3,2025-08-26T13:12:40.811076
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,4,"Garis Kemiskinan (Rupiah/kapita/bulan) (Rupiah), 2005 - 2024",9 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-4,2025-08-26T13:12:41.077298
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,5,"Pengeluaran per Kapita Sebulan Makanan dan Bukan Makanan di Daerah Perkotaan dan Perdesaan (Persen), 2019 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-5,2025-08-26T13:12:41.401618
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,6,"Persentase Pengeluaran per Kapita Sebulan Makanan dan Bukan Makanan di Daerah Perkotaan dan Perdesaan (Persen), 2010 - 2024",7 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=523#row-6,2025-08-26T13:12:41.589183
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,7,"Pengeluaran Perkapita Disesuaikan (Ribu Rupiah), 1996 - 2022",5 Juli 2023,https://medankota.bps.go.id/id/statistics-table?subject=523#row-7,2025-08-26T13:12:41.863148
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,8,"Persentase Penduduk Menurut Golongan Pengeluaran Per Kapita Sebulan di Kota Medan, 2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=523#row-8,2025-08-26T13:12:42.107098
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,9,"Rata-rata Pengeluaran dan Persentase Rata-rata Pengeluaran Per Kapita Sebulan Menurut Kelompok Bukan Makanan di Kota Medan, 2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=523#row-9,2025-08-26T13:12:42.309302
Statistik Demografi dan Sosial,523,Konsumsi dan Pendapatan,https://medankota.bps.go.id/id/statistics-table?subject=523,10,"Rata-rata Pengeluaran dan Persentase Rata-rata Pengeluaran Per Kapita Sebulan Menurut Kelompok Makanan di Kota Medan, 2015",18 Januari 2017,https://medankota.bps.go.id/id/statistics-table?subject=523#row-10,2025-08-26T13:12:42.433353
Statistik Demografi dan Sosial,527,Budaya,https://medankota.bps.go.id/id/statistics-table?subject=527,1,Banyaknya Pengunjung Kolam Renang Deli Dan Karcis Yang Terjual Menurut Bulan Tahun 2010-2015,13 November 2019,https://medankota.bps.go.id/id/statistics-table?subject=527#row-1,2025-08-26T13:13:22.185135
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,1,"Distribusi Produk Domestik Regional Bruto Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2010 - 2024",21 Juli 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-1,2025-08-26T13:13:58.955046
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,2,"Distribusi Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Atas Dasar Harga Berlaku Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-2,2025-08-26T13:13:59.011134
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,3,"Distribusi Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Atas Dasar Harga Berlaku Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-3,2025-08-26T13:13:59.098033
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,4,"Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Atas Dasar Harga Konstan 2010 Kota Medan (Milyar Rupiah), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-4,2025-08-26T13:13:59.127045
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,5,"Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Atas Dasar Harga Berlaku Kota Medan (Milyar Rupiah), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-5,2025-08-26T13:13:59.229032
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,6,"Laju Pertumbuhan (c-to-c) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-6,2025-08-26T13:13:59.254033
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,7,"Laju Pertumbuhan (y-on-y) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-7,2025-08-26T13:13:59.294130
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,8,"Laju Pertumbuhan (q-to-q) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-8,2025-08-26T13:13:59.391033
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,9,"Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Atas Dasar Harga Konstan Kota Medan (Milyar Rupiah), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-9,2025-08-26T13:13:59.418042
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,10,"Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Lapangan Usaha Atas Dasar Harga Berlaku Kota Medan (Milyar Rupiah), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-10,2025-08-26T13:13:59.534044
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,11,"Laju Pertumbuhan (c-to-c) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-11,2025-08-26T13:13:59.626041
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,12,"Laju Pertumbuhan (y-on-y) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-12,2025-08-26T13:13:59.667042
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,13,"Laju Pertumbuhan (q-to-q) Produk Domestik Regional Bruto (PDRB) Triwulanan Menurut Pengeluaran Kota Medan (Persen), 2022 - 2025",16 Juni 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-13,2025-08-26T13:13:59.778033
Statistik Ekonomi,531,Neraca Ekonomi,https://medankota.bps.go.id/id/statistics-table?subject=531,14,"Produk Domestik Regional Bruto Kota Medan Atas Dasar Harga Konstan 2010 Menurut Pengeluaran (Milyar Rupiah), 2010 - 2024",25 Maret 2025,https://medankota.bps.go.id/id/statistics-table?subject=531#row-14,2025-08-26T13:13:59.873065
